Time_s,AccelX_g,AccelY_g,AccelZ_g,GyroX_deg_s,GyroY_deg_s,GyroZ_deg_s,Pressure_hPa,Temperature_C,Humidity_%,TotalAccel,FlightStarted,altitude,velocity,theta,angular_velocity,mass,thrust,drag,parachute_deployed
0.2,0.021476506125270207,0.008981464776234238,2.7694361123105105,0.011574256158734695,0.01392693519319088,-0.0020796694298596454,1013.2137680080814,14.998040242158595,52.7874700903056,2.7695339476515595,0,0.3015012063674922,3.226950504647586,0.16374064645299852,0.9051054486551867,7.333333333333334,200.0,0.03188985012847303,False
0.22,0.005167572978022167,-0.002517914087299899,2.795895084768003,-0.0004607246406519959,0.007950926685236651,-0.00581218961009431,1013.2055922804797,14.99759801611009,31.059411136675113,2.7959009940861126,0,0.3695359830640813,3.5767289809138507,0.1821214300087069,0.9189449180427637,7.316666666666666,200.0,0.03917753427719751,False
0.24,0.021748996812854565,-0.0013195627737291622,2.7919441372853098,0.025717869815615753,0.00207875677565919,-0.020876442981566785,1013.1965744801876,14.997110238901257,55.78607401401295,2.7920291592012596,0,0.4445786305765323,3.927731567157008,0.20078736258022914,0.9452348419213964,7.300000000000001,200.0,0.04724387373016709,False
0.26,0.00815029984547749,-0.004982118382434155,2.8109262920738844,0.004995361515906162,0.001523079248075661,0.004267903468385947,1013.1867116505595,14.99657674961884,39.16624322312508,2.8109425231340794,0,0.526653904793816,4.279961754025254,0.21724028974058365,0.7641166589063263,7.283333333333333,200.0,0.056096821518808834,False
0.28,0.01935631276689343,-0.007044449812510791,2.795992438197243,0.011141670173873686,-0.010007552779866391,-0.008649808109698507,1013.1760009257981,14.995997392166373,43.62046204918484,2.796068312036252,0,0.6157858205541755,4.63342289302248,0.23281183804863848,0.7962287722541179,7.266666666666667,200.0,0.06574438098008875,False
0.3,-0.0042864507296067255,-0.000881594954129742,2.8118079700229184,0.03255277654171104,0.0032472961782674366,0.009818605365748486,1013.1644392768733,14.9953720015194,71.47988503629551,2.811811375457807,0,0.7119997662443096,4.988118564883614,0.24908418162849483,0.8316123552693179,7.25,200.0,0.07619461567505632,False
0.32,0.004412553948146049,-0.014451714905866359,2.805436177633997,0.019056638006208323,0.004739917037081369,-0.002424639315857833,1013.1520238783066,14.994700423564211,53.71529379318777,2.8054768702439374,0,0.8153194516632756,5.3440520459695025,0.26650816184444637,0.909420207839753,7.233333333333333,200.0,0.08745563461767283,False
0.34,0.004158854172612874,0.008223331228400157,2.8027814086953784,0.004167099775458007,0.005220395941318718,-0.0024963807411850676,1013.1387516066889,14.993982487970698,39.2486400930881,2.8027965577567295,0,0.9257710814337282,5.701227039449483,0.28517737637974044,0.9507449182784004,7.216666666666667,200.0,0.09953561464022304,False
0.36,0.005892739330421048,-0.015849510115897178,2.8461263388622147,0.021340496904769756,0.009314437196580639,-0.01463044391382048,1013.1246196705125,14.99321804226031,51.36568543993048,2.846176570087134,0,1.0433781137945997,6.059646757098761,0.3062934684645715,1.0864237493471727,7.2,200.0,0.11244277121317926,False
0.38,0.01452010188419975,-0.008194353119963863,2.8441992187032334,0.0313924289520635,-0.007196113588886541,-0.0070881540684970155,1013.1096250599081,14.992406922039834,32.995822064692135,2.84424808630574,0,1.1681658400226462,6.4193147195737215,0.330146818871901,1.2369492325513274,7.183333333333334,200.0,0.12618538466050255,False
0.4,-0.0035696293792337537,-0.014441985449573091,2.851851530114832,0.027594900136626254,-0.0002487027812940373,0.0033187782921030966,1013.0937647673413,14.991548962938055,57.83708124854115,2.8518903315197695,0,1.3001595479873516,6.780234434011353,0.3549700515346753,1.2462023381382947,7.166666666666667,200.0,0.14077179036331908,False
0.42,0.009686472942170857,-0.009996471809075234,2.8405850723423285,0.021834917126916015,-0.002034533363414788,-0.0037985035346492593,1013.0770356651949,14.990643993982587,57.810832502698204,2.8406191772958165,0,1.4393855411447791,7.142409574314177,0.38000640248982165,1.2597915702422735,7.15,200.0,0.15621038666851234,False
0.44,0.014119514588795713,-0.006187953253966568,2.8497730905826733,0.0116455922394183,0.0036815712976975214,-0.002780461534340219,1013.0594350974924,14.989691869608237,47.38118276108124,2.8498147868355965,0,1.5858662141185096,7.505843126393086,0.4048662049560927,1.2255465833207622,7.133333333333333,200.0,0.17250959771380062,False
0.46,0.0272463693249443,-0.01113840253201446,2.860785009889211,0.015300541380651445,0.002857610962834245,0.014498431137128537,1013.0409598802587,14.988692415580033,43.344043200073045,2.860936437857222,0,1.739628372298901,7.870538821650891,0.42925680814761985,1.2111774076794617,7.116666666666667,200.0,0.18967793491914228,False
0.48,0.009315236086388004,0.009452036906584867,2.862743696656648,0.01842820481894186,0.0020801645529340803,0.02745713005737577,1013.0216070812386,14.98764547117122,44.86223518408608,2.8627744562526054,0,1.9006967428876824,8.23650003992324,0.4522060571944206,1.0864654637899471,7.1,200.0,0.20772395024189774,False
0.5,0.02426765750743114,-0.009403883348403343,2.886249851727687,0.013534182080753993,0.005301665669111539,-0.006808999836381542,1013.0013734110911,14.986550856227439,63.612100045397455,2.8863671905738224,0,2.069099041928285,8.603730642775895,0.4740625227342852,1.1050660436258715,7.083333333333334,200.0,0.2266562762398752,False
0.52,0.02898251373149169,0.00010603262797272909,2.877043406014704,0.04233151014868927,-0.0030170098322041834,0.008865577955069589,1012.9802563052752,14.985408429693848,64.71024193927295,2.877189385048854,1,2.244856970176878,8.972233451578303,0.4967646068547706,1.1645711228206066,7.066666666666666,200.0,0.246483548245118,False
0.54,0.0023780767109183062,0.006047133843677728,2.8867818268964283,0.002572947629270274,0.008774126339129825,0.0029423262877161733,1012.9582524427077,14.984218009475399,42.56481497489686,2.886789140061332,1,2.4279985422442123,9.342012352702557,0.5193190113543303,1.0949076947578995,7.05,200.0,0.2672145129776859,False
0.56,0.03487017496878025,-0.012704637601030896,2.8898264580973314,0.022390892042967632,0.008330949513894714,-0.0015074850496705732,1012.9353590461948,14.982979442787894,49.218888321761206,2.8900647561669435,1,2.6185472633970437,9.713070475451271,0.5416205295939404,1.136075363379142,7.033333333333333,200.0,0.2888579326354965,False
0.58,0.015116224110585922,0.01001852260177642,2.913796225334469,0.024569214310138303,-0.000845159918168627,-0.010914697785033763,1012.9115726615634,14.981692540106906,59.20220030962005,2.9138526582172752,1,2.8165322912437634,10.085411870657301,0.5649442966706656,1.193200608014067,7.016666666666667,200.0,0.31142267988945554,False
0.6,0.006628338722144021,-0.007802688504391649,2.9045857131331903,0.029689935976238886,0.018822666647748464,-0.003102327254131239,1012.8868906970623,14.980357158450829,52.42310365027727,2.9046037564114586,1,3.021975622949383,10.459039376485508,0.5920784943598953,1.5247986550153638,7.0,200.0,0.33491761224213557,False
0.62,0.01381408312969365,-0.025189682837196515,2.9090850146707705,0.021608846392212243,0.00958416376866598,-0.003394678787678351,1012.8613100578905,14.978973127505299,69.32994472933059,2.9092268683614533,1,3.234903460720244,10.833956521350945,0.6201321938008321,1.2692974015037857,6.983333333333333,200.0,0.35935168426605985,False
0.64,0.015317251796220515,-0.008182104546516078,2.9157201573395546,0.003412334279927723,-0.007635678129236798,-0.007839678710384686,1012.8348275744173,14.977540272788701,58.86347758679291,2.9157718705264988,1,3.4553426478956357,11.210166938991977,0.647009956575498,1.4119937689337385,6.966666666666667,200.0,0.3847339156141413,False
0.66,0.01867917168478264,0.012009271530093273,2.917915436940645,0.01903173039953624,0.014586601213590416,-0.006347719697497607,1012.8074401972896,14.976058426207146,40.54440193583367,2.9179999368050074,1,3.6833190450504354,11.587674078530291,0.6749516228718524,1.3823548125684395,6.95,200.0,0.41107337190445764,False
0.68,0.03220731550545553,0.009170080928813372,2.9249487163524224,0.016099780095932666,0.006403406924142514,0.0037141895704611828,1012.7791447641475,14.974527413431417,28.174616151835284,2.925140406005837,1,3.9188594720926906,11.966481529680253,0.7009460982628568,1.2155081609585294,6.933333333333334,200.0,0.4383791865301195,False
0.7000000000000001,0.019250599992670644,0.01686306086795708,2.9519067089671047,0.015435632633764611,0.0172794320963592,0.005013343442100936,1012.7499383554277,14.972947073147338,45.37897284824879,2.9520176433867933,1,4.161988746566138,12.346592558208169,0.7324375091542747,1.4763375471208415,6.916666666666666,200.0,0.4666605274744942,False
0.72,0.025528657533615197,-0.004060225033330123,2.9532899790562004,0.02346225050239383,0.007142684819760829,0.0037645894056619984,1012.7198178633912,14.97131723373576,48.54614533880155,2.9534031045857185,1,4.412733271423382,12.728010659979638,0.7633101157227297,1.6124365254302344,6.9,200.0,0.49592663675071,False
0.74,0.02336027134754936,-0.004984041485073504,2.9421254760813498,0.018821617736289965,-0.018128836376269532,-0.0004620842484773715,1012.6887802182312,14.969637725505322,73.80007632319824,2.942222435499034,1,4.671119153028355,13.110739266078618,0.7965120543264644,1.6923042735913318,6.883333333333333,200.0,0.5261868096604998,False
0.76,0.037328365847975734,0.005446833247778986,2.9535869515177207,0.02511004873186704,0.0061150490443597225,-0.0021739553537714344,1012.6568223639734,14.967908379387495,46.41453423177921,2.9538278479060103,1,4.937172401926753,13.494781797507923,0.8305773178955411,1.7150476569206112,6.866666666666666,200.0,0.5574503987249837,False
0.78,0.0478133560147567,0.030155551356936598,2.9613781195843276,0.03936838780218719,-0.013450042233179232,0.02045490685240127,1012.6239410254149,14.96612901432286,62.78643497840213,2.961917595316224,1,5.210920873408025,13.880141955540491,0.8666295143315208,1.8730899137526427,6.85,200.0,0.5897268383032972,False
0.8,0.05259695478806729,0.025014949463305743,2.9692959443609737,0.042813652578122724,0.003276834263681965,0.005449191675649797,1012.5901334221957,14.964299475902067,45.66496567265649,2.969867100149122,1,5.4923883227603625,14.26682273980594,0.9153666165534232,2.5175180011132055,6.833333333333334,200.0,0.6230255626458238,False
0.8200000000000001,0.04032614364323585,0.0056424062863501675,2.9797887314752867,0.02969906736401183,0.005332345851847915,-0.0002984002291140794,1012.5553962455564,14.96241958099148,40.002021958818915,2.9800669319391018,1,5.781602924390273,14.654827880751677,0.9657012339579606,2.515788547609556,6.816666666666666,200.0,0.6573561258005406,False
0.84,0.018778784471611958,0.0011794072523104988,2.974588741252096,0.02667063766982681,-0.009459514974368022,-0.007562430376062397,1012.5197261197839,14.96048914270176,49.591213041186165,2.9746482503535483,1,6.078593430498221,15.044161192950297,1.015217689808347,2.436659609471768,6.8,200.0,0.692728151077588,False
0.86,0.026589001839127418,0.0011262580255935602,3.001173432831684,0.060121254844990375,-0.00109040927506384,-0.005266604947757587,1012.4831204671792,14.958508017199165,44.422658956018914,3.001291424938714,1,6.383381969361636,15.434825359350949,1.0664291153798287,2.6835114701288285,6.783333333333333,200.0,0.7291512178760405,False
0.88,0.03230277638126799,-0.0001235427478803239,3.011975781571087,0.02680820789142634,0.011626523589285787,0.00910631018598196,1012.4455758609892,14.956476014566022,65.6335168381959,3.012148999202315,1,6.695997759074882,15.8268242529971,1.1197615162083605,2.6495673336672145,6.766666666666667,200.0,0.76663507235493,False
0.9,0.04706768903812716,-0.0019552416993116398,2.9906852702756646,0.06037145835314195,0.01471269154418165,0.007648770421364536,1012.4070889971366,14.95439295138749,57.90132317975481,2.9910562642928196,1,7.01646901730782,16.22016155212234,1.1795524372628046,3.70954250237637,6.75,200.0,0.8051895048544592,False
0.92,0.05110445783754909,-0.00899986949167094,3.007535698082786,0.07017573559532098,-0.0021057958584072656,-0.005190737770874301,1012.3676574351168,14.95225869085317,36.176052402184524,3.007983317524226,1,7.344816791821943,16.614839703545936,1.2540678902937876,3.7423174845533045,6.733333333333333,200.0,0.844824242850148,False
0.9400000000000001,0.04514025094568516,0.0034848010216287453,3.001937940938869,0.06977587376105031,-0.0036641435397630952,0.017996878282200996,1012.327277456721,14.95007302685974,45.14144322588945,3.0022793319979235,1,7.681072790805537,17.010862938987163,1.328492368759,3.700225379531147,6.716666666666667,200.0,0.885549248905384,False
0.96,0.046484902577552785,0.01622142406221305,3.032455412982975,0.08450838909899028,0.010599990182765234,0.010076849426974623,1012.2859460613713,14.947835792005947,55.71096648870255,3.0328550595925283,1,8.025262768316647,17.40823447423953,1.4021580246607694,3.65964003738898,6.699999999999999,200.0,0.9273744452947266,False
0.98,0.06359786400978638,-0.011478984252875602,3.029761550791856,0.06674794270314129,-0.010228080229875534,-0.010689037839270886,1012.2436601413257,14.945546812950113,44.14912416198165,3.030450710710002,1,8.377413392286858,17.80695770792932,1.4774687951185401,3.883539338198552,6.683333333333334,200.0,0.9703098319778073,False
1.0,0.036625259509900095,-0.017227567178767264,3.055566750947202,0.06835052391238335,0.0026853641812275837,0.02559232027086135,1012.2004163945005,14.943205905688387,52.524049970352934,3.055834807086127,1,8.737552971019854,18.207036233051788,1.5548295182230398,3.8491241314366715,6.666666666666667,200.0,1.0143654901803276,False
1.02,0.05776613889671347,0.0032901187056801205,3.0375330112868673,0.06561558265022105,-0.0020138537158189535,0.010330266528843519,1012.1562119484099,14.940812909329054,41.7280615483991,3.038084025556501,1,9.105706257069292,18.608473043238686,1.6307240172094446,3.739422191986779,6.65,200.0,1.0595514950459883,False
1.04,0.07843622064369755,0.008775822363577806,3.048031568917674,0.06295355914638504,-0.0058309372734067005,0.018660261417196886,1012.1110432821214,14.938367627732475,49.160761330585956,3.049053246646532,1,9.48190342577388,19.011271999858675,1.7044117744132052,3.6911142205638785,6.633333333333333,200.0,1.105878078245736,False
1.06,0.06798852221226152,-0.0017244385905416436,3.074045945452864,0.06268271221579738,0.010509886106827784,0.004271173733374406,1012.0649075274665,14.935869899950546,46.553142563732536,3.0747981864825293,1,9.866169238374676,19.415436167474876,1.7781930895656033,3.691688811683017,6.616666666666667,200.0,1.1533554421375332,False
1.08,0.0685310459746517,0.0012503625026134711,3.080606369993936,0.06580640269598881,-0.0025667090740008535,0.002503978511194727,1012.0178013072898,14.933319537332409,31.12502358550268,3.0813687988483274,1,10.258532718089945,19.820969168130496,1.8505630974688054,3.54532311951069,6.6,200.0,1.2019939133574646,False
1.1,0.07210649851664254,0.002903024486819281,3.0796851329445807,0.06979489932844474,0.004043451022736456,-0.008166648025304975,1011.9697213535859,14.93071635698658,54.88620980577769,3.0805305213159926,1,10.65902200206496,20.22787439548159,1.9211556035072972,3.5136530054971913,6.583333333333333,200.0,1.251803853133406,False
1.12,0.07120805847124617,-0.0006932462058945022,3.09046838726894,0.06655610640269868,-0.004120280105459811,-0.00962514495077492,1011.9206649024469,14.928060203164932,41.11854479732459,3.09128871522707,1,11.067661051547462,20.636154834712315,1.9924243778181074,3.616036588325384,6.566666666666666,200.0,1.302795632309563,False
1.1400000000000001,0.08337755539864702,-0.00381095844594533,3.0857346785119395,0.08108737199754529,0.011753383102236599,-0.000865557441800115,1011.8706286286292,14.92535088957601,34.47123208138187,3.0868632697804603,1,11.48447852677185,21.045813983807474,2.0641865602551093,3.5603872761106126,6.55,200.0,1.354979743972746,False
1.16,0.09237939590087922,-0.00968933856139626,3.088782130339898,0.07121462722581752,0.00729777254550867,0.002773502340447941,1011.819608147845,14.922588172426174,59.0912981710501,3.090178455166602,1,11.909511934435308,21.456856814943578,2.140516332358894,4.0396018258871935,6.533333333333333,200.0,1.4083669355399382,False
1.18,0.08991409233906328,-0.005774571385395508,3.104177126732469,0.05843792942423536,-0.0015394685163665964,0.008484454708862766,1011.7676024085839,14.9197719882348,43.674126745396805,3.105484426591911,1,12.342771040802248,21.86928373120848,2.220866047510957,4.001144125163327,6.516666666666667,200.0,1.462967423848349,False
1.2,0.06822328209225434,0.011100172838001212,3.1140266419131284,0.078672146925736,0.004405562456436111,0.008864338791969193,1011.7146069488989,14.916902088692723,44.63074222450307,3.1147936619624144,1,12.784294047272526,22.283099814839805,2.3006748621617956,3.9797409124113723,6.5,200.0,1.5187920909722,False
1.22,0.09230612375909492,-0.014742046671336485,3.113866142937459,0.07494314997821752,0.001947622596955602,-0.004602906319535602,1011.6606178665613,14.91397825563422,37.981497192007616,3.1152688655324274,1,13.234114517816236,22.698309314813102,2.380101893511054,3.96276089397264,6.483333333333333,200.0,1.5758517822596667,False
1.24,0.07673071418938006,0.002753147109616546,3.1323125379231014,0.06335949492604799,0.015509262713328482,-0.015255940902958526,1011.6056314962575,14.91100028355902,47.68698680657466,3.133253423767264,1,13.692264067842753,23.114916260204083,2.4606801221438297,4.09428017698449,6.466666666666667,200.0,1.6341573824555549,False
1.26,0.07368560047487506,0.023530131940326035,3.140542907247734,0.07084897818339378,-0.006235752161476624,-0.00874305468500488,1011.5496469475736,14.907968117095493,31.610865419747782,3.1414953425224943,1,14.158751216078631,23.53292073496076,2.541402871773186,3.977913273003271,6.45,200.0,1.6937192803849621,False
1.28,0.08174170422589871,0.00927334215802132,3.1411557952986757,0.06393170136040316,-0.01116193149472342,-0.002830438487473225,1011.4926606590316,14.90488155605567,60.599270410586996,3.1422328735189233,1,14.633606760663824,23.95232650833395,2.621764323078435,4.058595525366028,6.433333333333334,200.0,1.75454842959201,False
1.3,0.11845647341110582,-0.009340674704676285,3.166603444869488,0.07887798790850785,0.002240349358922095,0.008464359607489287,1011.4346691152251,14.901740402580288,59.553769341246976,3.168832050039296,1,15.1168611414978,24.373137262336005,2.7024356320416447,4.006033713113409,6.416666666666666,200.0,1.8166558364558558,False
1.32,0.10551090182793144,0.0023032693078884094,3.1490016920030306,0.05797564256845637,0.00021247945910615165,-0.02246718625799206,1011.3756687119342,14.898544453830937,49.01233190307455,3.1507696697302388,1,15.608545564475339,24.79535686003321,2.782519253746852,4.00385852695553,6.4,200.0,1.8800525997396338,False
1.34,0.10915275445431102,-0.010692144223813134,3.1552745906909467,0.05842131412837347,0.005057663333579369,0.012128434996233442,1011.315655707852,14.895293499372372,53.06484155602145,3.1571801323986866,1,16.108692404247698,25.21898926294291,2.8620335571643936,3.947932556371073,6.383333333333333,200.0,1.9447499002619177,False
1.36,0.11489443074046288,-0.016600792139960505,3.159427942307092,0.07477818586533148,-0.009774212227217952,0.003757407999081391,1011.2546263638862,14.89198732871563,48.0188817589175,3.161559937617137,1,16.61733404374812,25.644038443860637,2.941793256427778,4.027921838749167,6.366666666666667,200.0,2.010758988873945,False
1.3800000000000001,0.10002314025987596,-0.0007323091258276881,3.160150185077821,0.07273235198565034,-0.012450467526391786,0.010858360130892091,1011.1925795921708,14.888625874832996,36.50323126006299,3.161732809253731,1,17.134480794919945,26.070504658152704,3.022954865029386,4.087595013859619,6.35,200.0,2.0780905967715815,False
1.4000000000000001,0.12035442113478086,0.010593022567918536,3.1837528910979045,0.0684951311151319,-0.011478092380775653,-0.012727384459923996,1011.1295111810848,14.885208901302917,57.92737939333148,3.186044549341405,1,17.66016903031975,26.49839255403977,3.10290977052068,3.9073477936495653,6.333333333333333,200.0,2.146756192107325,False
1.42,0.12042920139896733,-0.01885575823230284,3.1944109614446647,0.05926828792499153,0.011777430441905027,0.004569880259271889,1011.0654173541687,14.881736195098824,57.68199678946975,3.1967358543936557,1,18.194431523259528,26.927706043474,3.1823841487880444,4.042117780400852,6.316666666666666,200.0,2.2167671983248294,False
1.44,0.13036018336750207,0.009495367524969675,3.19947873086504,0.06878329651997034,0.003422391952248301,0.0014589966948856518,1011.0002953218838,14.878207596490654,56.526027796743904,3.2021474183225562,1,18.737292847595732,27.35844778777123,3.261755036372557,3.8950855192447613,6.3,200.0,2.2881348998316584,False
1.46,0.12638494595958805,-0.0032167276130045546,3.2091699726348186,0.051911714803343154,0.0037118659866045836,-0.0017810428425806843,1010.9341416481071,14.874622910539983,48.20784517667856,3.211659293132244,1,19.288782993850297,27.79062117653899,3.338322600927789,3.76168918102381,6.283333333333333,200.0,2.360870759141253,False
1.48,0.12614389944588114,0.0034726442948955936,3.2016602788913207,0.06409918920443981,0.0026991417611106896,2.386377199124449e-05,1010.866952179525,14.87098190326276,47.48596953919236,3.2041462020413896,1,19.848937959576812,28.22423069748372,3.4138060897382796,3.7862886785179093,6.266666666666667,200.0,2.4349864900584386,False
1.5,0.1362839677263766,-0.018509403042599046,3.229775940708214,0.055263289396022805,-0.0016279577327584396,0.013067182390952909,1010.7987248197252,14.867284451957914,43.622741867602095,3.2327029781651557,1,20.417776621856405,28.659277911289315,3.489283189436931,3.7578890079536236,6.25,200.0,2.5104933725469225,False
1.52,0.1331637964411545,0.017830331047429877,3.236827490358361,0.07049580762268663,-0.015959214164129952,0.0024489981788119175,1010.7294563126104,14.863530370905096,43.21758454965205,3.2396145943194363,1,20.995327553065373,29.095766033271946,3.564753917136287,3.789241269847957,6.233333333333333,200.0,2.587403022879789,False
1.54,0.16534740049390215,0.010745126890465978,3.2323853218153107,0.06019580665918506,0.010164660219640504,0.005853372320722167,1010.6591432296169,14.85971946485381,52.395661523944185,3.236629433421295,1,21.58162079171896,29.533698374433914,3.640165599516409,3.75197222010694,6.216666666666667,200.0,2.665727136023642,False
1.56,0.1562814378354325,-0.004308935660146418,3.239856318847237,0.06167043116854658,0.007944212542573,-0.009892972933822538,1010.5877819801685,14.85585152958572,55.40161488631095,3.2436262764863653,1,22.176687756044636,29.973078586710955,3.714650695790631,3.6969934875332386,6.2,200.0,2.7454775319390055,False
1.58,0.13934993846611507,0.0006524416462079045,3.250711184642326,0.07256240915012366,-0.010653639522363994,-0.013417462507310761,1010.515368827808,14.851926352785028,39.11892153923914,3.2536966725540544,1,22.780561109992927,30.413910424766637,3.788771428533996,3.715306614476432,6.183333333333334,200.0,2.826666115990394,False
1.6,0.15119512742370808,0.0022024629769430894,3.2365844133115433,0.0752903635376285,0.006131465086761699,-0.006540181020222598,1010.441900498193,14.847943746993792,43.351090249108154,3.240114732828309,1,23.39326969326243,30.85619699335277,3.8647131047078513,3.8750644729104975,6.166666666666667,200.0,2.9093047399267147,False
1.62,0.1596985546543482,-0.002259211806463133,3.24930830283646,0.07509746207901168,0.014775004363907116,0.001254005262457918,1010.3673753648748,14.843903613902626,61.14628452417743,3.2532311905671,1,24.01482863036325,31.299939193493223,3.9414378173951596,3.877238149289813,6.15,200.0,2.9934048990661752,False
1.6400000000000001,0.15680997871590707,-0.008427527164142789,3.269387484075904,0.0371972201950278,0.016414446066911982,-0.001810493205435832,1010.2917887440286,14.839805689272396,48.56778451568829,3.2731567199984717,1,24.645278573474013,31.74514197190767,4.0195891096055565,3.937493026810031,6.133333333333333,200.0,3.078978903783317,False
1.6600000000000001,0.15895315252238706,4.645653953062338e-05,3.270444536044039,0.07416500622611978,-0.0017822028757303924,-0.01277762984103625,1010.2151370069312,14.835649765860808,50.48114817180493,3.2743050514873113,1,25.28465140602789,32.19180891590603,4.097481594738008,3.8520780710238416,6.116666666666667,200.0,3.1660388806110293,False
1.68,0.1622680100259447,0.016748605201331597,3.2918847024004334,0.07123302991646997,0.011209237527634718,-0.009030731396800395,1010.1374173287857,14.831435679818185,48.789424307227456,3.2959241976647395,1,25.932972335664477,32.63994242522489,4.174634285149533,3.863077798262039,6.1,200.0,3.254596787948945,False
1.7,0.16173474857510153,-0.020657464534350693,3.289663448495897,0.07259789329073991,0.007690607310875476,-0.008673267751656924,1010.05862647369,14.827163244812425,53.15030056634288,3.293701635562571,1,26.590270028853528,33.089545461723205,4.251807804318371,3.854019382247324,6.083333333333334,200.0,3.344664750720318,False
1.72,0.17202911776671603,0.017768762545404437,3.273467085356849,0.06008571417866939,0.007336940699283049,0.0077961772135888546,1009.978759497664,14.822832181685328,51.25022312088814,3.278032413689141,1,27.256587433024386,33.54062336669666,4.327725606251671,3.738097230240718,6.066666666666666,200.0,3.436255436777494,False
1.74,0.1897400729316292,0.0005325370371658947,3.3072167311492273,0.062221763014015795,0.0015017079713452678,-0.009442484580528274,1009.8978163909054,14.818442478654958,45.742498634458094,3.3126551413730314,1,27.931926360778277,33.99317464524467,4.402938047856026,3.783115607171176,6.05,200.0,3.529380194237852,False
1.76,0.1567808387517735,-0.0052986951174645806,3.3197856261612277,0.06952488382729721,-0.007191708538300305,0.001958031432855639,1009.8157916807885,14.81399382749629,46.05150766161932,3.323489869284447,1,28.61633423133772,34.44720511098017,4.478291054825421,3.7523758284089475,6.033333333333333,200.0,3.6240519053066897,False
1.78,0.17565938203179726,-0.008048781766863787,3.334143422983443,0.0802159631567124,-0.011464521790455382,-0.005794720235481815,1009.7326822051837,14.809486045074095,53.598631936855206,3.3387772262323034,1,29.309839219367795,34.90271783787292,4.5557761873183,3.997693611493978,6.016666666666667,200.0,3.720282966197327,False
1.8,0.18692641001211227,0.007562020074265656,3.3203297893036225,0.061548591680767956,0.0065065037439304444,0.003642892653856138,1009.6484857023329,14.80491899689099,70.36385719090433,3.325595973151979,1,30.012462016772226,35.359714271732145,4.634900862628782,3.9150925322077286,6.0,200.0,3.818085486022314,False
